precision,names,state,posterior,accuracy,rmsq
0.05,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 0, 1, 0, 1, 0, 1, 0)",0.027137070001968435,1,0.027137070001968435
0.05,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 0, 0, 0, 1, 0, 0, 0)",0.027137070001968466,1,0.027137070001968466
0.05,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 1, 1, 1, 1, 1, 1, 1)",0.9888328926781174,1,0.011167107321882641
0.05,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 1, 1, 1, 0, 1, 1)",0.9888328926781171,1,0.011167107321882863
0.05,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 1, 0, 1, 0, 1, 0)",0.027137070001968435,1,0.027137070001968435
0.05,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 0, 0, 1, 0, 0, 0)",0.027137070001968466,1,0.027137070001968466
0.05,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 0, 0, 0, 0, 0, 0)",0.027137070001968452,1,0.027137070001968452
precision,names,state,posterior,accuracy,rmsq
0.1,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 1, 1, 1, 1, 1, 1, 1)",0.9888882064453174,1,0.011111793554682614
0.1,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 0, 1, 1, 1, 0, 1, 1)",0.9888882064453174,1,0.011111793554682614
0.1,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 0, 1, 0, 1, 0, 1, 0)",0.02725174663382321,1,0.02725174663382321
0.1,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 0, 0, 0, 1, 0, 0, 0)",0.02725174663382326,1,0.02725174663382326
0.1,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 1, 1, 1, 1, 1, 1, 1)",0.9888882064453174,1,0.011111793554682614
0.1,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 1, 1, 1, 0, 1, 1)",0.9888882064453174,1,0.011111793554682614
0.1,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 1, 0, 1, 0, 1, 0)",0.02725174663382326,1,0.02725174663382326
0.1,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 0, 0, 1, 0, 0, 0)",0.02725174663382326,1,0.02725174663382326
0.1,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 0, 0, 0, 0, 0, 0)",0.02725174663382321,1,0.02725174663382321
precision,names,state,posterior,accuracy,rmsq
0.125,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 1, 1, 1, 1, 1, 1, 1)",0.9888462637852694,1,0.011153736214730592
0.125,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 0, 1, 1, 1, 0, 1, 1)",0.9888462637852694,1,0.011153736214730592
0.125,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 0, 1, 0, 1, 0, 1, 0)",0.027085322199857913,1,0.027085322199857913
0.125,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 0, 0, 0, 1, 0, 0, 0)",0.027085322199857913,1,0.027085322199857913
0.125,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 1, 1, 1, 1, 1, 1, 1)",0.9888462637852694,1,0.011153736214730592
0.125,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 1, 1, 1, 0, 1, 1)",0.9888462637852694,1,0.011153736214730592
0.125,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 1, 0, 1, 0, 1, 0)",0.027085322199857913,1,0.027085322199857913
0.125,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 0, 0, 1, 0, 0, 0)",0.027085322199857913,1,0.027085322199857913
0.125,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 0, 0, 0, 0, 0, 0)",0.027085322199857913,1,0.027085322199857913
precision,names,state,posterior,accuracy,rmsq
0.2,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 1, 1, 1, 1, 1, 1, 1)",0.9843692391824577,1,0.015630760817542333
0.2,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 0, 1, 1, 1, 0, 1, 1)",0.9843692391824577,1,0.015630760817542333
0.2,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 0, 1, 0, 1, 0, 1, 0)",0.02237120237338291,1,0.02237120237338291
0.2,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 0, 0, 0, 1, 0, 0, 0)",0.02237120237338291,1,0.02237120237338291
0.2,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 1, 1, 1, 1, 1, 1, 1)",0.9843692391824577,1,0.015630760817542333
0.2,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 1, 1, 1, 0, 1, 1)",0.9843692391824577,1,0.015630760817542333
0.2,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 1, 0, 1, 0, 1, 0)",0.02237120237338291,1,0.02237120237338291
0.2,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 0, 0, 1, 0, 0, 0)",0.02237120237338291,1,0.02237120237338291
0.2,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(0, 0, 0, 0, 0, 0, 0, 0)",0.02237120237338291,1,0.02237120237338291
precision,names,state,posterior,accuracy,rmsq
0.25,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 1, 1, 1, 1, 1, 1, 1)",0.9887459256633835,1,0.011254074336616515
0.25,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 0, 1, 1, 1, 0, 1, 1)",0.9887459256633835,1,0.011254074336616515
0.25,"['jane_and_mark_fight', 'jane_has_knife', 'jane_stabs_mark_with_knife', 'mark_dies', 'E_neighbor', 'E_prints', 'E_stab_wounds', 'E_forensic']","(1, 0, 1, 0, 1, 0, 1, 0)",0.02717471421678673,1,0.02717471421678673
